PHONE_ID,PHONE_TOESTELMERK,PHONE_MODEL,PHONE_TITLE,PHONE_TITLE_DETAILS,PHONE_TILDSDUUR,PHONE_GARANTIE,PHONE_PRICE,CURRENT_LINK
83,Apple iPad,iPad Pro (9.7 inch),"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
84,Apple iPad,iPad Pro (9.7 inch),"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
85,Apple iPad,iPad Pro (9.7 inch),"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
86,Apple iPad,iPad Pro (9.7 inch),"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
87,Apple iPad,iPad Pro (9.7 inch),"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
88,Apple iPad,iPad Pro (9.7 inch),"Touchscreen glas vervangen
",Het touchscreen is de glasplaat met daaronder tegenaan de digitizer. Deze dient vervangen te worden wanneer het glas gebroken is en/of het scherm niet meer reageert op aanraking.,1 uur alleen op afspraak,Levenslang,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
89,Apple iPad,iPad Pro (9.7 inch),"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
90,Apple iPad,iPad Pro (9.7 inch),"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
91,Apple iPad,iPad Pro (9.7 inch),"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
92,Apple iPad,iPad Pro (9.7 inch),"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
93,Apple iPad,iPad Pro (9.7 inch),"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
94,Apple iPad,iPad Pro (9.7 inch),"Koptelefoon aansluiting
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
95,Apple iPad,iPad Pro (9.7 inch),"Home button vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-97-inch
96,Apple iPad,iPad Pro (12.9 inch),"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
97,Apple iPad,iPad Pro (12.9 inch),"Touchscreen / lcd scherm vervangen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
98,Apple iPad,iPad Pro (12.9 inch),"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
99,Apple iPad,iPad Pro (12.9 inch),"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
100,Apple iPad,iPad Pro (12.9 inch),"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
101,Apple iPad,iPad Pro (12.9 inch),"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
102,Apple iPad,iPad Pro (12.9 inch),"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
103,Apple iPad,iPad Pro (12.9 inch),"Voor camera
","Werkt de camera van uw toestel niet? Gaat camera lens niet open? Bij deze reparatie wordt de kapotte smartphone of tablet camera-unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
104,Apple iPad,iPad Pro (12.9 inch),"Achter camera
","Werkt de achter camera van uw toestel niet? Gaat camera lens niet open? Heeft u problemen met flits? Bij deze reparatie wordt de kapotte  camera-unit inclusief het flits vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
105,Apple iPad,iPad Pro (12.9 inch),"Oorspeaker vervangen
","Verstaat u tijdens het bellen uw gesprekspartner slecht, of zelfs niet?
Bij deze reparatie wordt de oor speaker unit vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
106,Apple iPad,iPad Pro (12.9 inch),"Microfoon vervangen
","Hoort de tegenpartij u nauwelijks of niet? Geen geluid tijdens het opnemen van video's
Bij deze reparatie wordt de microfoon vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
107,Apple iPad,iPad Pro (12.9 inch),"Backcover vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
108,Apple iPad,iPad Pro (12.9 inch),"Luidspreker
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
109,Apple iPad,iPad Pro (12.9 inch),"Koptelefoon aansluiting
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
110,Apple iPad,iPad Pro (12.9 inch),"Home button vervangen
",,,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-pro-129-inch
111,Apple iPad,iPad 2017 32 Gb,"Touchscreen
","Wanneer uw toestel een glasbreuk, niet werkend Touchscreen of defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.",1 uur alleen op afspraak,Levenslang,€ 169.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-2017-32-gb
112,Apple iPad,iPad 2017 32 Gb,"Backcover vervangen
",,,,€ 169.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-2017-32-gb
113,Apple iPad,iPad 2017 32 Gb,"Accu vervangen
","Laadt uw toestel niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 maanden,€ 119.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-2017-32-gb
114,Apple iPad,iPad 2017 32 Gb,"Oplaad connector vervangen
","Laadt uw toestel niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,3 maanden,€ 89.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-2017-32-gb
115,Apple iPad,iPad 2017 32 Gb,"Home button vervangen
",,,,€ 79.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-2017-32-gb
116,Apple iPad,iPad 2017 32 Gb,"Koptelefoon aansluiting
",,,,€ 69.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-2017-32-gb
117,Apple iPad,iPad 2017 32 Gb,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-2017-32-gb
118,Apple iPad,iPad 2017 32 Gb,"Waterschade reparatie
","Bij waterschade wordt uw toestel intern schoongemaakt in een ultrasoon bad, en wordt bekeken welke onderdelen vervangen dienen te worden voor volledig herstel.
 
Dit alles binnen 1 werkdag. 80% kans op volledig herstel na waterschade.",1 werkdag,,€ 35.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-2017-32-gb
119,Apple iPad,iPad 2017 32 Gb,"Software herstel
",Komt uw toestel niet verder dan het Logo of zitten er andere fouten in de software van het toestel? Bij deze reparatie wordt toestel volledig gewist en komt er nieuwe software op.,1 uur alleen op afspraak,3 maanden,€ 35.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-2017-32-gb
120,Apple iPad,iPad 2017 32 Gb,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-2017-32-gb
121,Apple iPad,iPad Air 2,"Touchscreen+LCD compleet vervangen (originele kwaliteit)
",Het touchscreen is de glasplaat met daaronder tegenaan de digitizer. Deze dient vervangen te worden wanneer het glas gebroken is en/of het scherm niet meer reageert op aanraking.,1 uur alleen op afspraak,12 Maanden,€ 319.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air-2
122,Apple iPad,iPad Air 2,"Oplaad connector vervangen
","Laadt uw iPad niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",7 werkdagen,Levenslang,€ 99.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air-2
123,Apple iPad,iPad Air 2,"Accu vervangen
","Laadt uw iPad niet of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,3 Maanden,€ 99.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air-2
124,Apple iPad,iPad Air 2,"Home button vervangen
","Reageert de homeknop van uw iPad slecht? Of reageert deze helemaal niet? Laat dan nu de oude, homebutton vervangen door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,Levenslang,€ 89.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air-2
125,Apple iPad,iPad Air 2,"Wifi reparatie
","Heeft uw iPad problemen met het zoeken naar wifi? Heeft u slecht of geen ontvangst?
Bij deze reparatie wordt de kapotte wifi module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 59.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air-2
126,Apple iPad,iPad Air 2,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij de ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air-2
127,Apple iPad,iPad Air,"Touchscreen glas vervangen (originele kwaliteit)
","Het touchscreen is de glasplaat met daar onder tegen aan de digitzer. Deze dient vervangen te worden wanner het glas gebroken is en/of het scherm niet meer reageert op aanraking.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",1 uur alleen op afspraak,Levenslang,€ 119.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air
128,Apple iPad,iPad Air,"LCD reparatie
","Het LCD display zit onder het touchscreen, als uw lcd display defect is zult u geen beeld meer hebben. Het scherm kan geheel wit zijn of lijnen weergeven, bij een breuk in het LCD scherm ziet u zwarte of grijze vlekken.",1 uur. Alleen op afspraak.,Levenslang,€ 119.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air
129,Apple iPad,iPad Air,"Touchschreen glas vervangen (niet origineel)
","Het touchscreen is de glasplaat met daar onder tegen aan de digitzer. Deze dient vervangen te worden wanner het glas gebroken is en/of het scherm niet meer reageert op aanraking.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",1 uur alleen op afspraak,3 maanden,€ 99.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air
130,Apple iPad,iPad Air,"Accu vervangen
","Laadt uw iPad of nauwelijks meer op? Valt het toestel vaak uit? Geeft het telkens andere percentages weer? Waarschijnlijk is dan de accu van de smartphone of tablet aan vervanging toe. Wij vervangen snel uw oude accu door een nieuw, origineel exemplaar!",1 uur alleen op afspraak,12 maanden,€ 99.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air
131,Apple iPad,iPad Air,"Oplaad connector vervangen
","Laadt uw iPad niet meer op? Kunt u geen verbinding maken met uw Pc of Mac? Bij deze reparatie wordt de kapotte oplaad connector module vervangen door een nieuw, origineel exemplaar.",7 werkdagen,Levenslang,€ 99.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air
132,Apple iPad,iPad Air,"Wifi reparatie
","Heeft uw iPad problemen met het zoeken naar wifi? Heeft u slecht of geen ontvangst?
Bij deze reparatie wordt de kapotte wifi module vervangen door een nieuw, origineel exemplaar.",1 uur alleen op afspraak,Levenslang,€ 59.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air
133,Apple iPad,iPad Air,"Home button vervangen
","Reageert de homeknop van uw iPad slecht? Of reageert deze helemaal niet? Laat dan nu de oude, homebutton vervangen door een nieuw, origineel exemplaar!",1 Alleen op afspraak.,Levenslang,€ 49.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air
134,Apple iPad,iPad Air,"Prijsopgave voor verzekering
","Heeft u uw toestel laten vallen of derden en daardoor schade aan het toestel. Veel mensen weten niet dat de kosten voor het repareren van het toestel vaak bij de verzekering gedeclareerd kunnen worden.

Bij ons kunt u terecht voor een officiele factuur van de reparatiekosten. De kosten voor de factuur worden in mindering gebracht op de totale reparatiekosten als u het toestel bij ons laat repareren.",Direct na reparatie onderzoek,,€ 35.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air
135,Apple iPad,iPad Air,"Anders
",Omschrijf de klacht zo duidelijk mogelijk bij de klachtomschrijving.,Wordt bij het ontvangst aangeven,,€ 0.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-air
136,Apple iPad,iPad 4,"LCD scherm vervangen
",Wanneer uw toestel een defect LCD display heeft (wit of zwarte vlekken/strepen) dan dient altijd het gehele scherm vervangen te worden.,1 uur alleen op afspraak,Levenslang,€ 99.00,https://www.doctorphone.nl/reparatie-apple-ipad-ipad-4
